Latitude,Longitude,Fossil_Name,Early_Age,Late_Age,Environment,Country_Code
50.784405,-111.363014,Gryposaurus notabilis,83.6,72.1,"""channel""",CA
50.819096,-111.599556,Chasmosaurus belli,83.6,72.1,"""channel""",CA
50.748589,-111.406532,Scolosaurus cutleri,83.6,72.1,"""channel""",CA
50.754902,-111.398270,Centrosaurus apertus,83.6,72.1,terrestrial indet.,CA
50.756268,-111.400688,Corythosaurus casuarius,83.6,72.1,"""channel""",CA
50.748989,-111.414452,Centrosaurus apertus,83.6,72.1,"""floodplain""",CA
50.742214,-111.565781,Parasaurolophus walkeri,83.6,72.1,channel lag,CA
50.744537,-111.489655,Lambeosaurinae,83.6,72.1,"""channel""",CA
50.743210,-111.491188,Prosaurolophus maximus,83.6,72.1,"""channel""",CA
50.733223,-111.546585,Lambeosaurus lambei,83.6,72.1,channel lag,CA
50.759621,-111.503944,Scolosaurus cutleri,83.6,72.1,"""channel""",CA
50.759502,-111.504005,Gorgosaurus libratus,83.6,72.1,"""channel""",CA
50.746586,-111.516617,Centrosaurus apertus,83.6,72.1,"""channel""",CA
50.736790,-111.509666,Chasmosaurus,83.6,72.1,"""channel""",CA
50.740299,-111.483208,Ceratopsidae,83.6,72.1,terrestrial indet.,CA
40.441387,-109.300552,Camarasaurus lentus,149.2,146.3,coarse channel fill,US
50.813114,-111.605980,Ankylosaurinae,83.6,72.1,channel lag,CA
50.738365,-111.563438,Panoplosaurus rugosidens,83.6,72.1,"""channel""",CA
50.743546,-111.513313,Centrosaurus apertus,83.6,72.1,"""channel""",CA
50.752831,-111.514091,Brachylophosaurus canadensis,83.6,72.1,terrestrial indet.,CA
50.752739,-111.506355,Lambeosaurinae,83.6,72.1,"""channel""",CA
50.740639,-111.523453,Lambeosaurinae,83.6,72.1,terrestrial indet.,CA
50.743645,-111.567169,Centrosaurus apertus,83.6,72.1,channel lag,CA
50.743309,-111.571686,Chasmosaurus belli,83.6,72.1,channel lag,CA
50.746067,-111.493225,Corythosaurus casuarius,83.6,72.1,"""channel""",CA
50.734722,-111.484253,Prosaurolophus maximus,83.6,72.1,terrestrial indet.,CA
50.732067,-111.519859,Corythosaurus casuarius,83.6,72.1,terrestrial indet.,CA
50.745430,-111.469070,Prosaurolophus maximus,83.6,72.1,terrestrial indet.,CA
50.751774,-111.476334,Corythosaurus casuarius,83.6,72.1,terrestrial indet.,CA
30.906389,-4.007778,Somphospondyli,100.5,93.9,terrestrial indet.,MA
40.110600,114.158897,Titanosauriformes,100.5,72.1,fluvial indet.,CN
36.236942,-108.892502,Dinosauria,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Hadrosauridae,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Ceratopsidae,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Glyptodontopelta mimus,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Theropoda,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Tyrannosauridae,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Titanosauridae,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Richardoestesia,72.1,66.0,terrestrial indet.,US
36.236942,-108.892502,Troodontidae,72.1,66.0,terrestrial indet.,US
42.024166,-3.233333,Euornithopoda,132.6,121.4,terrestrial indet.,ES
40.666668,-0.666667,Heterodontosauridae,125.77,121.4,lagoonal,ES
41.766701,-2.533300,Magnamanus soriaensis,132.6,121.4,fluvial-lacustrine indet.,ES
-40.057777,-66.800835,Austroraptor cabazai,83.6,66.0,fluvial indet.,AR
40.667797,-0.875695,Sauropoda,154.8,145.0,terrestrial indet.,ES
40.661667,-0.879340,Hypsilophodon,154.8,145.0,estuary/bay,ES
40.646095,-0.879661,Spinosaurinae,125.77,121.4,"""channel""",ES
40.646095,-0.879661,Nodosauridae,125.77,121.4,"""channel""",ES
40.666668,-0.666667,Iguanodon,125.77,121.4,deltaic indet.,ES
40.666668,-0.666667,Iguanodon,125.77,121.4,deltaic indet.,ES
40.666668,-0.666667,Hypsilophodontidae,125.77,121.4,deltaic indet.,ES
40.645859,-0.883872,Iguanodon galvensis,125.77,121.4,fluvial indet.,ES
40.645859,-0.883872,Iguanodon galvensis,125.77,121.4,fluvial indet.,ES
40.652943,-0.885053,Dromaeosauridae,125.77,121.4,terrestrial indet.,ES
40.652943,-0.885053,Prismatoolithidae,125.77,121.4,terrestrial indet.,ES
40.633888,-0.855833,Stegosauria,125.77,121.4,terrestrial indet.,ES
40.646095,-0.839116,Stegosauria,132.6,125.77,terrestrial indet.,ES
40.753334,-0.411944,Baryonychinae,125.77,121.4,terrestrial indet.,ES
40.756390,-0.406111,Allosauroidea,125.77,121.4,terrestrial indet.,ES
40.283333,-0.866667,Parabrontopodus,154.8,145.0,terrestrial indet.,ES
40.283333,-0.866667,Sauropoda,154.8,145.0,terrestrial indet.,ES
40.283333,-0.866667,Theropoda,154.8,145.0,terrestrial indet.,ES
40.283333,-0.866667,Sauropoda,154.8,145.0,terrestrial indet.,ES
40.283333,-0.866667,Theropoda,154.8,145.0,terrestrial indet.,ES
-16.066700,-53.566700,Dinosauria,89.8,66.0,terrestrial indet.,BR
-16.066700,-53.566700,Titanosauria,89.8,66.0,terrestrial indet.,BR
27.754444,-101.225830,Sauropoda,72.1,66.0,terrestrial indet.,MX
43.575001,107.783333,Theropoda,72.1,66.0,fluvial indet.,MN
42.256668,-72.615280,Anomoepus,201.4,192.9,lacustrine - small,US
38.666698,-0.816700,Dacentrurus armatus,154.8,145.0,channel lag,ES
39.933334,-1.000000,Dacentrurus,152.2,145.0,wet floodplain,ES
41.866669,0.883333,Titanosauridae,72.1,66.0,terrestrial indet.,ES
42.146511,-2.271430,Megalosauripus,125.77,113.0,delta front,ES
42.146511,-2.271430,Ornithopoda,125.77,113.0,delta front,ES
42.132061,-2.265550,Theropoda,121.4,113.0,lacustrine prodelta,ES
42.132061,-2.265550,Iguanodontidae,121.4,113.0,lacustrine prodelta,ES
42.166668,0.900000,Megalosauridae,72.1,66.0,lagoonal,ES
42.299622,-2.413430,Brontopodus,125.77,113.0,fluvial-lacustrine indet.,ES
42.118759,-2.299570,Theropoda,145.0,125.77,terrestrial indet.,ES
42.118759,-2.299570,Theropoda,145.0,125.77,terrestrial indet.,ES
42.118759,-2.299570,Brontopodus,145.0,125.77,terrestrial indet.,ES
42.294781,-2.316550,Ornithopoda,139.8,132.6,fluvial-lacustrine indet.,ES
42.294781,-2.316550,Brontopodus,139.8,132.6,fluvial-lacustrine indet.,ES
42.294781,-2.316550,Ornithopoda,139.8,132.6,fluvial-lacustrine indet.,ES
42.294781,-2.316550,Theropoda,139.8,132.6,fluvial-lacustrine indet.,ES
42.294781,-2.316550,Iguanodontipodidae,139.8,132.6,fluvial-lacustrine indet.,ES
42.201500,-2.280490,Caririchnium lotus,121.4,113.0,lacustrine indet.,ES
42.201500,-2.280490,Ornithopoda,121.4,113.0,lacustrine indet.,ES
50.739964,-111.519936,Gryposaurus notabilis,83.6,72.1,terrestrial indet.,CA
50.749084,-111.504639,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.760677,-111.497879,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.762093,-111.499405,Ceratopsidae,83.6,72.1,terrestrial indet.,CA
50.738438,-111.502769,Corythosaurus intermedius,83.6,72.1,terrestrial indet.,CA
50.809383,-111.327057,Stegoceras validum,83.6,72.1,terrestrial indet.,CA
50.829700,-111.615402,Ankylosauria,83.6,72.1,terrestrial indet.,CA
50.747437,-111.490646,Centrosaurus apertus,83.6,72.1,terrestrial indet.,CA
50.812710,-111.580170,Centrosaurus apertus,83.6,72.1,terrestrial indet.,CA
50.739853,-111.514580,Edmontonia,83.6,72.1,terrestrial indet.,CA
50.727901,-111.408501,Ceratopsia,83.6,72.1,terrestrial indet.,CA
50.814102,-111.598190,Saurornitholestes langstoni,83.6,72.1,terrestrial indet.,CA
25.666700,-101.300003,Porituberoolithus,83.6,72.1,terrestrial indet.,MX
25.666700,-101.300003,Prismatoolithus,83.6,72.1,terrestrial indet.,MX
25.666700,-101.300003,Spheroolithus,83.6,72.1,terrestrial indet.,MX
25.666700,-101.300003,Theropoda,83.6,72.1,terrestrial indet.,MX
25.666700,-101.300003,Hadrosauridae,83.6,72.1,terrestrial indet.,MX
50.793301,-111.626900,Stenonychosaurus inequalis,83.6,72.1,terrestrial indet.,CA
50.743008,-111.489197,Chirostenotes pergracilis,83.6,72.1,terrestrial indet.,CA
50.751743,-111.529587,Lambeosaurinae,83.6,72.1,terrestrial indet.,CA
50.748840,-111.409172,Centrosaurus apertus,83.6,72.1,terrestrial indet.,CA
50.749786,-111.478783,Gryposaurus notabilis,83.6,72.1,terrestrial indet.,CA
38.718056,-109.691666,Cedarosaurus weiskopfae,139.8,132.6,crevasse splay,US
50.741951,-111.501373,Corythosaurus casuarius,83.6,72.1,terrestrial indet.,CA
50.814320,-111.630470,Ornithomimidae,83.6,72.1,terrestrial indet.,CA
52.552071,-0.241701,Dinosauria,165.3,161.5,marine indet.,UK
52.552071,-0.241701,Megalosaurus,165.3,161.5,marine indet.,UK
52.552071,-0.241701,Stegosauria,165.3,161.5,marine indet.,UK
50.749203,-111.480927,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.793301,-111.592400,Stenonychosaurus inequalis,83.6,72.1,terrestrial indet.,CA
50.742672,-111.502670,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.744259,-111.550301,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.794212,-111.579498,Chasmosaurus,83.6,72.1,terrestrial indet.,CA
50.742401,-111.511902,Latenivenatrix mcmasterae,83.6,72.1,terrestrial indet.,CA
50.794312,-111.579605,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.746437,-111.482712,Saurornitholestes langstoni,83.6,72.1,terrestrial indet.,CA
50.794342,-111.580795,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.734734,-111.500778,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.767773,-111.456459,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.768669,-111.397987,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.770535,-111.456673,Corythosaurus casuarius,83.6,72.1,terrestrial indet.,CA
50.796066,-111.397041,Lambeosaurus lambei,83.6,72.1,terrestrial indet.,CA
50.760883,-111.415527,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
-33.874874,-57.493492,Neuquensaurus australis,72.1,66.0,terrestrial indet.,UY
-33.874874,-57.493492,Titanosauridae,72.1,66.0,terrestrial indet.,UY
-33.874874,-57.493492,Antarctosaurus wichmannianus,72.1,66.0,terrestrial indet.,UY
-33.874874,-57.493492,Sauropoda,72.1,66.0,terrestrial indet.,UY
-32.216671,-58.133331,Titanosauria,100.5,66.0,terrestrial indet.,AR
49.090279,5.388056,Coelurosauria,157.9,154.8,marine indet.,FR
49.090279,5.388056,Sauropoda,157.9,154.8,marine indet.,FR
49.090279,5.388056,Iguanodontidae,157.9,154.8,marine indet.,FR
48.918259,11.584697,Juravenator starki,152.2,149.2,lagoonal/restricted shallow subtidal,DE
34.900002,128.083298,Sauropoda,121.4,100.5,lacustrine indet.,KR
34.900002,128.033295,Ignotornis yangi,121.4,100.5,terrestrial indet.,KR
14.223333,101.627220,Siamopodus khaoyaiensis,145.0,121.4,terrestrial indet.,TH
-30.733299,25.100000,Prosauropoda,201.4,174.7,terrestrial indet.,ZA
50.726234,-111.558319,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.749699,-111.477402,Ankylosauridae,83.6,72.1,terrestrial indet.,CA
50.749699,-111.477402,Corythosaurus casuarius,83.6,72.1,terrestrial indet.,CA
50.741257,-111.575905,Styracosaurus albertensis,83.6,72.1,terrestrial indet.,CA
50.741257,-111.575905,Pachycephalosaurus wyomingensis,83.6,72.1,terrestrial indet.,CA
50.747234,-111.482979,Saurornitholestes langstoni,83.6,72.1,terrestrial indet.,CA
50.818413,-111.577797,Lambeosaurus clavinitialis,83.6,72.1,terrestrial indet.,CA
50.746887,-111.486832,Hadrosauridae,83.6,72.1,terrestrial indet.,CA
50.822216,-111.855988,Ceratopsidae,83.6,72.1,terrestrial indet.,CA
35.159168,127.097778,Theropoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Sauropoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Theropoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Ornithopoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Ornithopoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Theropoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Ornithopoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Theropoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Sauropoda,83.6,72.1,lacustrine indet.,KR
35.159168,127.097778,Theropoda,83.6,72.1,lacustrine indet.,KR
41.744720,120.940559,Pullornipes aureus,152.2,132.6,terrestrial indet.,CN
43.449722,3.541944,Prismatoolithus caboti,72.1,66.0,terrestrial indet.,FR
36.055000,103.253891,Theropoda,125.77,113.0,lacustrine - small,CN
36.055000,103.253891,Brontopodus,125.77,113.0,lacustrine - small,CN
36.055000,103.253891,Avipedidae,125.77,113.0,lacustrine - small,CN
44.433334,5.933333,Megaloolithus siruguei,83.6,72.1,terrestrial indet.,FR
44.433334,5.933333,Megaloolithus siruguei,83.6,72.1,terrestrial indet.,FR
44.433334,5.933333,Megaloolithus aureliensis,83.6,72.1,terrestrial indet.,FR
44.433334,5.933333,Prismatoolithus tenuis,83.6,72.1,terrestrial indet.,FR
44.433334,5.933333,Ageroolithus,83.6,72.1,terrestrial indet.,FR
44.433334,5.933333,Rhabdodon,83.6,72.1,terrestrial indet.,FR
44.433334,5.933333,Dromaeosauridae,83.6,72.1,terrestrial indet.,FR
43.470001,5.717778,Richardoestesia,83.6,72.1,lacustrine indet.,FR
43.470001,5.717778,Paronychodon,83.6,72.1,lacustrine indet.,FR
43.470001,5.717778,Theropoda,83.6,72.1,lacustrine indet.,FR
43.470001,5.717778,Zalmoxes robustus,83.6,72.1,lacustrine indet.,FR
43.470001,5.717778,Struthiosaurus,83.6,72.1,lacustrine indet.,FR
43.470001,5.717778,Laevisoolithidae,83.6,72.1,lacustrine indet.,FR
43.470001,5.717778,Ankylosauridae,83.6,72.1,lacustrine indet.,FR
43.349998,2.950000,Pseudogeckoolithus,83.6,66.0,"""floodplain""",FR
16.700001,9.333333,Iguanodontidae,113.0,100.5,terrestrial indet.,NE
36.075832,103.285553,Theropoda,125.77,113.0,fluvial-lacustrine indet.,CN
36.075832,103.285553,Sauropoda,125.77,113.0,fluvial-lacustrine indet.,CN
36.075832,103.285553,Sauropoda,125.77,113.0,fluvial-lacustrine indet.,CN
36.075832,103.285553,Caririchnium,125.77,113.0,fluvial-lacustrine indet.,CN
44.579723,109.444443,Maniraptora,100.5,83.6,"""floodplain""",MN
44.579723,109.444443,Theropoda,100.5,83.6,"""floodplain""",MN
44.579723,109.444443,Sauropoda,100.5,83.6,"""floodplain""",MN
44.579723,109.444443,Erketu ellisoni,100.5,83.6,"""floodplain""",MN
-43.238335,-68.776947,Abelisauroidea,119.5,113.0,lacustrine indet.,AR
-43.239723,-68.771385,Titanosauriformes,119.5,113.0,lacustrine indet.,AR
43.966667,3.441667,Prosauropoda,227.0,208.5,terrestrial indet.,FR
-29.933300,27.400000,Meroktenos thabanensis,227.0,201.4,terrestrial indet.,LS
-22.667500,144.600555,Muttaburrasaurus langdoni,106.2,93.9,marine indet.,AU
-30.533333,27.533333,Heterodontosaurus tucki,199.5,192.9,terrestrial indet.,ZA
32.748333,-0.455278,Grallator variabilis,208.5,199.5,marine indet.,DZ
32.716671,0.833330,Carcharodontosaurus saharicus,100.5,93.9,delta plain,DZ
32.716671,0.833330,Coelurosauria,100.5,93.9,delta plain,DZ
32.716671,0.833330,Theropoda,100.5,93.9,delta plain,DZ
32.716671,0.833330,Sauropoda,100.5,93.9,delta plain,DZ
25.141666,101.958885,Gyposaurus sinensis,199.5,192.9,terrestrial indet.,CN
25.164042,102.096237,Lufengosaurus magnus,199.5,192.9,terrestrial indet.,CN
25.183153,102.120239,Lufengosaurus magnus,199.5,192.9,terrestrial indet.,CN
51.097778,-0.453889,Polacanthus rudgwickensis,125.77,121.4,terrestrial indet.,UK
50.649166,-1.163611,Polacanthus,132.6,121.4,terrestrial indet.,UK
50.610294,-1.176901,Brachiosauridae,119.5,113.0,marginal marine indet.,UK
-7.260000,-39.139999,Sauropoda,145.0,113.0,channel lag,BR
-7.260000,-39.139999,Theropoda,145.0,113.0,channel lag,BR
-33.799999,25.466667,Eusauropoda,145.0,132.6,fluvial indet.,ZA
51.851944,-1.432222,Megalosaurus bucklandii,168.2,165.3,marginal marine indet.,UK
51.375832,-2.360000,Megalosaurus,168.2,165.3,marine indet.,UK
-29.219999,27.341667,Massospondylus,201.4,192.9,terrestrial indet.,ZA
-29.219999,27.341667,Fabrosauridae,201.4,192.9,terrestrial indet.,ZA
18.233334,-98.916664,Titanosauridae,72.1,66.0,lagoonal,MX
18.233334,-98.916664,Hadrosauridae,72.1,66.0,lagoonal,MX
18.045555,-102.581947,Coelurosauria,113.0,100.5,mire/swamp,MX
18.045555,-102.581947,Hypsilophodontidae,113.0,100.5,mire/swamp,MX
-5.138333,-55.772778,Abelisauridae,83.6,66.0,fluvial-lacustrine indet.,BR
-5.138333,-55.772778,Titanosauria,83.6,66.0,fluvial-lacustrine indet.,BR
-15.889167,-53.184166,Sauropoda,89.8,66.0,terrestrial indet.,BR
-15.889444,-53.186668,Sauropoda,89.8,66.0,terrestrial indet.,BR
47.591900,84.004700,Dinosauria,72.1,66.0,fluvial indet.,KZ
-30.500000,-68.500000,Adeopapposaurus mognai,201.4,174.7,terrestrial indet.,AR
51.549999,-112.865601,Albertosaurus,83.6,66.0,terrestrial indet.,CA
44.256943,103.298889,Pinacosaurus,83.6,72.1,fluvial indet.,MN
48.935501,-112.642403,Leptorhynchos,83.6,72.1,terrestrial indet.,US
47.099602,-104.655197,Citipes elegans,72.1,66.0,terrestrial indet.,US
45.873333,-103.787224,Pachycephalosauria,72.1,66.0,fine channel fill,US
45.651390,-103.624443,Tyrannosaurus rex,72.1,66.0,fine channel fill,US
38.534996,-105.221657,Neornithischia,154.8,149.2,terrestrial indet.,US
44.080555,-103.231110,Theropoda,125.77,121.4,terrestrial indet.,US
44.080555,-103.231110,Ornithopoda,125.77,121.4,terrestrial indet.,US
43.815823,-103.250748,Theropoda,125.77,121.4,terrestrial indet.,US
43.815823,-103.250748,Ornithopoda,125.77,121.4,terrestrial indet.,US
43.815823,-103.250748,Aves,125.77,121.4,terrestrial indet.,US
49.482777,-111.374168,Colepiocephale lambei,83.6,72.1,terrestrial indet.,CA
49.825558,-111.698608,Colepiocephale lambei,83.6,72.1,terrestrial indet.,CA
43.883301,77.083298,Dinosauria,100.5,66.0,terrestrial indet.,KZ
43.807220,73.676109,Hadrosauridae,100.5,66.0,terrestrial indet.,KZ
52.936390,65.938889,Hadrosauridae,100.5,66.0,terrestrial indet.,KZ
52.936390,65.938889,Ankylosauridae,100.5,66.0,terrestrial indet.,KZ
52.461189,64.629562,Hadrosaurus,72.1,66.0,marine indet.,KZ
45.652802,81.827217,Coeluridae,100.5,66.0,terrestrial indet.,KZ
49.650002,42.883331,Theropoda,83.6,72.1,terrestrial indet.,RU
49.650002,42.883331,Sauropoda,83.6,72.1,terrestrial indet.,RU
49.650002,42.883331,Ankylosauria,83.6,72.1,terrestrial indet.,RU
62.873798,177.070831,Troodon formosus,72.1,66.0,terrestrial indet.,RU
62.873798,177.070831,Hadrosauridae,72.1,66.0,terrestrial indet.,RU
62.873798,177.070831,Dinosauria,72.1,66.0,terrestrial indet.,RU
47.730373,84.057571,Dinosauria,83.6,66.0,terrestrial indet.,KZ
49.483299,129.483307,Dinosauria,72.1,61.6,terrestrial indet.,RU
42.483334,67.800003,Dinosauria,100.5,66.0,terrestrial indet.,UZ
34.583332,-1.733333,Sauropoda,165.3,161.5,marginal marine indet.,DZ
35.421391,64.548889,Sauropoda,201.4,145.0,terrestrial indet.,AF
51.946388,-0.651944,Anoplosaurus curtonotus,100.5,93.9,marine indet.,UK
52.168888,0.119722,Iguanodontia,100.5,93.9,marine indet.,UK
45.549999,22.916668,Telmatosaurus transsylvanicus,72.1,66.0,fluvial indet.,RO
52.202221,0.131111,Hadrosauroidea,100.5,93.9,marine indet.,UK
50.033333,15.700000,Iguanodontia,89.8,83.6,terrestrial indet.,CZ
50.200001,14.300000,Iguanodontia,100.5,93.9,marine indet.,CZ
29.666670,1.916667,Titanosauriformes,106.2,93.9,coarse channel fill,DZ
29.666670,1.916667,Carcharodontosaurus,106.2,93.9,coarse channel fill,DZ
29.666670,1.916667,Coelurosauria,106.2,93.9,coarse channel fill,DZ
36.000000,53.000000,Iranosauripus zerabensis,201.4,184.2,terrestrial indet.,IR
4.273056,35.814999,Sauropoda,145.0,100.5,terrestrial indet.,KE
44.758331,79.552780,Dinosauria,100.5,66.0,terrestrial indet.,KZ
41.466667,62.192223,Dinosauria,145.0,66.0,terrestrial indet.,UZ
41.345798,72.209999,Ornithischia,121.4,113.0,terrestrial indet.,KG
41.378132,72.193581,Ornithischia,121.4,113.0,terrestrial indet.,KG
41.500000,64.616669,Dinosauria,93.9,83.6,terrestrial indet.,UZ
41.333332,72.933334,Aves,86.3,83.6,terrestrial indet.,KG
41.333332,72.933334,Hadrosauridae,86.3,83.6,terrestrial indet.,KG
41.250000,72.983330,Hadrosauridae,86.3,83.6,terrestrial indet.,KG
41.378132,72.193581,Hadrosauridae,86.3,83.6,terrestrial indet.,KG
41.378132,72.193581,Theropoda,86.3,83.6,terrestrial indet.,KG
41.378132,72.193581,Ceratopsidae,86.3,83.6,terrestrial indet.,KG
41.409122,72.155861,Dinosauria,86.3,83.6,terrestrial indet.,KG
41.409122,72.155861,Hadrosauridae,86.3,83.6,terrestrial indet.,KG
41.383331,72.171112,Dinosauria,86.3,83.6,terrestrial indet.,KG
41.383331,72.171112,Hadrosauridae,86.3,83.6,terrestrial indet.,KG
41.378132,72.193581,Hadrosauridae,83.6,72.1,terrestrial indet.,KG
41.388355,72.166962,Dinosauria,83.6,72.1,terrestrial indet.,KG
41.259998,72.268608,Hadrosauridae,121.4,100.5,terrestrial indet.,KG
41.266666,72.016670,Theropoda,83.6,72.1,terrestrial indet.,KG
41.216667,71.316666,Dinosauria,83.6,72.1,terrestrial indet.,KG
41.216667,71.316666,Hadrosauridae,83.6,72.1,terrestrial indet.,KG
47.688042,84.116013,Hadrosauridae,83.6,66.0,terrestrial indet.,KZ
42.049999,69.300003,Hadrosauridae,100.5,66.0,terrestrial indet.,KZ
42.049999,69.300003,Dinosauria,100.5,66.0,terrestrial indet.,KZ
42.049999,69.300003,Dinosauria,83.6,66.0,terrestrial indet.,KZ
45.802502,81.304443,Dinosauria,100.5,66.0,terrestrial indet.,KZ
38.669056,68.275337,Dinosauria,165.3,154.8,peritidal,TJ
38.809265,68.455002,Kharkushosauropus kharkushensis,161.5,145.0,terrestrial indet.,TJ
17.016666,7.533330,Sauropoda,161.5,145.0,terrestrial indet.,NE
17.016666,7.533330,Theropoda,161.5,145.0,terrestrial indet.,NE
17.916668,7.066667,Theropoda,161.5,145.0,terrestrial indet.,NE
16.766670,7.550000,Dinosauria,145.0,132.6,terrestrial indet.,NE
16.766670,7.550000,Dinosauria,145.0,132.6,terrestrial indet.,NE
16.766670,7.550000,Sauropoda,145.0,132.6,terrestrial indet.,NE
37.937218,66.608322,Megalosauripus uzbekistanicus,157.9,154.8,marginal marine indet.,TM
37.937218,66.608322,Chodjapilesaurus krimholzi,157.9,154.8,marginal marine indet.,TM
40.783333,55.383331,Dinosauria,170.9,168.2,terrestrial indet.,TM
39.666698,54.500000,Dinosauria,161.5,145.0,terrestrial indet.,TM
38.755001,67.263611,Megalosauripus uzbekistanicus,157.9,152.2,terrestrial indet.,UZ
38.867779,70.034721,Dinosauria,165.3,154.8,terrestrial indet.,TJ
45.682999,9.717000,Theropoda,216.7,213.2,shallow subtidal indet.,IT
45.783001,9.817000,Theropoda,216.7,213.2,basinal (carbonate),IT
16.450001,9.133333,Nigersaurus taqueti,121.4,100.5,terrestrial indet.,NE
16.772223,7.165000,Jobaria tiguidensis,161.5,145.0,terrestrial indet.,NE
42.314720,42.644444,Satapliasaurus tschabukianii,145.0,125.77,marine indet.,GE
16.632500,7.309167,Jobaria tiguidensis,161.5,145.0,levee,NE
42.314720,42.644444,Iguanodontidae,145.0,125.77,marine indet.,GE
-29.611668,-68.417778,Dinosauria,242.0,237.0,lacustrine - large,AR
-32.450832,-68.890282,Tetrasauropus,247.2,237.0,lacustrine - small,AR
51.133610,-0.321944,Iguanodon,132.6,121.4,terrestrial indet.,UK
43.427307,2.976484,Dinosauria,83.6,66.0,terrestrial indet.,FR
43.433056,2.981111,Dinosauria,83.6,66.0,terrestrial indet.,FR
43.408890,2.921667,Dinosauria,83.6,66.0,terrestrial indet.,FR
43.374443,2.873611,Titanosauria,83.6,66.0,fluvial-lacustrine indet.,FR
43.358273,2.963479,Theropoda,83.6,66.0,fluvial-lacustrine indet.,FR
43.358273,2.963479,Ankylosauria,83.6,66.0,fluvial-lacustrine indet.,FR
29.250000,0.250000,Carcharodontosaurus saharicus,113.0,100.5,terrestrial indet.,DZ
29.250000,0.250000,Carcharodontosaurus saharicus,113.0,100.5,terrestrial indet.,DZ
-15.945556,46.507221,Titanosauria,72.1,66.0,fluvial-lacustrine indet.,MG
-15.923611,46.564999,Majungasaurus crenatissimus,72.1,66.0,fluvial-lacustrine indet.,MG
-15.919722,46.552502,Titanosauria,72.1,66.0,fluvial-lacustrine indet.,MG
51.288612,37.752220,Theropoda,106.2,93.9,marine indet.,RU
41.744720,120.940559,Aquatilavipes,152.2,132.6,terrestrial indet.,CN
40.099998,65.800003,Hadrosauridae,100.5,93.9,terrestrial indet.,UZ
42.866390,59.245834,Dinosauria,93.9,89.8,terrestrial indet.,UZ
40.916111,118.164169,Koreanaornis,145.0,139.8,"""floodplain""",CN
40.916111,118.164169,Hypsilophodontidae,145.0,139.8,"""floodplain""",CN
43.016666,59.493889,Theropoda,100.5,89.8,terrestrial indet.,UZ
40.099998,67.000000,Theropoda,100.5,93.9,terrestrial indet.,UZ
40.099998,67.000000,Alectrosaurus,100.5,93.9,terrestrial indet.,UZ
40.099998,67.000000,Titanosauria,100.5,93.9,terrestrial indet.,UZ
40.099998,67.000000,Hadrosauridae,100.5,93.9,terrestrial indet.,UZ
40.099998,67.000000,Theropoda,93.9,89.8,terrestrial indet.,UZ
40.099998,67.000000,Ankylosauria,93.9,89.8,terrestrial indet.,UZ
40.099998,67.000000,Hadrosauridae,93.9,89.8,terrestrial indet.,UZ
45.950001,64.650002,Tyrannosauridae,86.3,72.1,fluvial-lacustrine indet.,KZ
45.950001,64.650002,Alectrosaurus,86.3,72.1,fluvial-lacustrine indet.,KZ
45.950001,64.650002,Ornithomimidae,86.3,72.1,fluvial-lacustrine indet.,KZ
45.950001,64.650002,Troodontidae,86.3,72.1,fluvial-lacustrine indet.,KZ
45.950001,64.650002,Deinonychosauria,86.3,72.1,fluvial-lacustrine indet.,KZ
45.950001,64.650002,Titanosauria,86.3,72.1,fluvial-lacustrine indet.,KZ
45.950001,64.650002,Ankylosauria,86.3,72.1,fluvial-lacustrine indet.,KZ
45.925056,64.713867,Dinosauria,86.3,72.1,terrestrial indet.,KZ
46.476425,64.432808,Tyrannosauridae,86.3,72.1,terrestrial indet.,KZ
46.476425,64.432808,Sauropoda,86.3,72.1,terrestrial indet.,KZ
